Sample	Gene	above20X
71201	PRR34	0.00
71201	TMEM143	93.69
71201	C7orf43	92.60
71201	OR5K2	100.00
71201	AP4B1-AS1	46.31
71201	PRICKLE1	100.00
71201	CBX7	93.25
71201	HEY2	100.00
71201	CES3	99.83
71201	KLKB1	100.00
71201	TNFRSF13B	100.00
71201	KIT	100.00
71201	KISS1	93.82
71201	HAAO	95.62
71201	MACF1	99.55
71201	KIR3DL1	87.01
71201	SCARA5	98.27
71201	KIR3DL2	53.15
71201	EFCAB5	100.00
71201	ZCCHC18	100.00
71201	NUDT13	97.01
71201	KIAA1429	99.98
71201	TMEM87A	99.68
71201	C2CD2	83.81
71201	ZNF730	100.00
71201	GNPDA2	100.00
71201	LINC00842	0.00
71201	ZNF618	98.60
71201	VASN	98.72
71201	SDR16C6P	72.56
71201	ZNF438	99.48
71201	HSPD1	93.99
71201	LINC00152	0.00
71201	HSP90AB1	100.00
71201	IGSF3	89.02
71201	HSP90AA1	100.00
71201	NUP155	100.00
71201	CBX3P2	0.00
71201	OVCH2	99.73
71201	RASL11A	98.56
71201	DRG2	100.00
71201	DRD5P2	78.87
71201	DRD2	100.00
71201	DRD1	100.00
71201	SLC26A3	100.00
71201	DR1	99.64
71201	DRD5	100.00
71201	DRD4	83.69
71201	DRD3	100.00
71201	GRIP1	100.00
71201	SNORD116-30	0.00
71201	SNORD115-46	0.00
71201	ABCG1	96.12
71201	TRAF4	99.05
71201	NCOR1	98.26
71201	RIN1	86.13
71201	NCOR2	84.28
71201	GDA	99.10
71201	NUP54	98.96
71201	MTRF1	98.66
71201	NBPF25P	3.46
71201	LINC01299	20.73
71201	SLC7A8	96.72
71201	KRTAP5-10	39.25
71201	ASPM	100.00
71201	LINC00437	0.00
71201	LINC01351	0.00
71201	PGM5P3-AS1	0.00
71201	LINC00543	0.00
71201	THRIL	0.75
71201	MMS22L	100.00
71201	PRAMEF14	0.00
71201	AACSP1	2.89
71201	CATSPER3	100.00
71201	LRRTM3	100.00
71201	LHX8	100.00
71201	RGS21	100.00
71201	ASTL	88.09
71201	DPCD	93.25
71201	SERINC2	99.13
71201	SLC35B2	98.43
71201	NUP133	96.32
71201	ST8SIA3	100.00
71201	COA1	100.00
71201	CHFR	97.70
71201	PARVA	100.00
71201	EDEM2	94.04
71201	ZBTB7B	89.72
71201	CCAR1	96.50
71201	CNDP2	98.56
71201	MSS51	100.00
71201	CFAP70	99.69
71201	SLC16A7	100.00
71201	CCDC114	96.59
71201	CRABP2	100.00
71201	LINC00570	0.00
71201	FALEC	0.00
71201	JRKL-AS1	0.00
71201	LINC00534	0.00
71201	LZTS1-AS1	0.00
71201	CRAT	97.76
71201	CREBL2	100.00
71201	ATF6B	93.01
71201	LINC00297	0.00
71201	COX10-AS1	6.02
71201	TLDC2	97.59
71201	TDRKH	100.00
71201	VAX1	86.60
71201	IFT27	100.00
71201	RAB35	81.68
71201	LILRA3	100.00
71201	LILRA2	100.00
71201	LILRA1	97.13
71201	LILRB3	92.42
71201	DOPEY2	98.19
71201	RPL13AP5	94.80
71201	REC8	99.94
71201	THOC1	96.38
71201	HNRNPDL	87.84
71201	RCE1	94.85
71201	PPP4R1	96.00
71201	DMTF1	99.87
71201	DMRTC1B	0.00
71201	HULC	0.00
71201	C10orf126	94.63
71201	OR10J5	98.40
71201	WDR11-AS1	0.03
71201	CCDC159	83.66
71201	SWSAP1	98.45
71201	ZNF440	100.00
71201	DCAF8	97.23
71201	USP17L5	0.00
71201	CASC10	75.17
71201	NIPA1	98.74
71201	ASMTL	42.33
71201	PDE8B	100.00
71201	CDK13	88.92
71201	NPFF	100.00
71201	TP63	97.27
71201	RFXANK	100.00
71201	PSMG1	87.51
71201	JRK	100.00
71201	FAM150B	75.44
71201	ANO4	100.00
71201	RAB33B	100.00
71201	FAM53B-AS1	0.00
71201	LINC00702	0.00
71201	USH1C	99.21
71201	GPC6	100.00
71201	PDCD7	65.11
71201	UBE2H	89.87
71201	COL4A3BP	97.37
71201	HHLA1	100.00
71201	EDIL3	100.00
71201	PQBP1	94.05
71201	UBE2D3	81.72
71201	UBE2D2	97.47
71201	KCNK7	97.92
71201	UBE2B	100.00
71201	UBE2G2	97.31
71201	UBE2G1	90.05
71201	UBE2E2	100.00
71201	UBE2E1	97.84
71201	HIST1H2BA	100.00
71201	TRAPPC6B	97.39
71201	FRA10AC1	92.20
71201	SOWAHA	73.55
71201	EPB41L4B	90.13
71201	DLL4	94.60
71201	PET117	99.24
71201	MYL12A	100.00
71201	TRIM16	92.19
71201	IVNS1ABP	98.00
71201	POLR3C	100.00
71201	POLR3G	97.97
71201	POLR3F	100.00
71201	ARID3B	90.54
71201	ARHGEF5	28.63
71201	ST7	100.00
71201	TAF6L	92.17
71201	TXNIP	100.00
71201	NCMAP	100.00
71201	SH2D5	92.21
71201	BOLA2B	0.00
71201	C1QTNF9B	100.00
71201	SHISA2	58.37
71201	SLFNL1	98.10
71201	RN7SL832P	0.00
71201	RAP2B	100.00
71201	RAPSN	100.00
71201	RBM34	99.85
71201	SNORA25	61.26
71201	BARX1-AS1	0.00
71201	RBMY1F	0.00
71201	RBMY2FP	21.90
71201	OR10V2P	75.64
71201	OR10W1	100.00
71201	LINC00922	25.56
71201	TPCN2	98.72
71201	NPW	18.72
71201	KLHDC8A	98.73
71201	SYT17	99.01
71201	INPP5K	92.29
71201	ABCA13	100.00
71201	RUNDC3B	88.65
71201	ETNK2	98.88
71201	ADGRG7	98.23
71201	DPH6-AS1	0.99
71201	RAVER2	87.99
71201	PSMB8-AS1	30.01
71201	GVQW2	22.61
71201	ZNF514	100.00
71201	MFSD2A	97.96
71201	ZBTB45	87.21
71201	FAM225A	1.85
71201	FAM78A	100.00
71201	DTHD1	99.30
71201	LIPK	99.76
71201	LIPN	100.00
71201	NES	95.67
71201	SLCO1A2	100.00
71201	SLCO2A1	100.00
71201	SLC20A2	100.00
71201	SLC20A1	100.00
71201	SLC25A1	84.22
71201	GMNC	97.25
71201	SLC18A1	92.93
71201	SLC19A1	96.55
71201	SLC18A3	100.00
71201	IL17RE	85.04
71201	C17orf67	100.00
71201	RSPH1	100.00
71201	UMODL1	95.36
71201	PPT1	100.00
71201	PPY	82.36
71201	PPP3R1	100.00
71201	PPP3R2	100.00
71201	PPP5C	98.34
71201	PPP6C	100.00
71201	PPP3CA	100.00
71201	PPP4C	100.00
71201	PPP3CB	92.02
71201	PPP3CC	99.41
71201	CYP2T1P	14.83
71201	CCDC57	91.41
71201	HEXDC	99.67
71201	C10orf25	100.00
71201	AVPR1A	100.00
71201	AVPR1B	100.00
71201	AUP1	100.00
71201	AVP	48.38
71201	AVPR2	99.91
71201	AXL	100.00
71201	KRT10	99.45
71201	HPCA	99.34
71201	HOXA13	72.19
71201	LINC01431	0.00
71201	LINC00888	0.00
71201	OR5K4	94.97
71201	HOXA3	88.75
71201	HOXA4	82.70
71201	HOXA5	100.00
71201	HOXA6	100.00
71201	HOXA7	97.33
71201	HOXA9	100.00
71201	HOXA10	98.88
71201	HOXA11	100.00
71201	SFT2D1	98.21
71201	MBOAT4	90.50
71201	PCDHB19P	29.06
71201	GSTA7P	14.17
71201	KATNAL1	100.00
71201	ADGRV1	100.00
71201	WDR54	95.64
71201	KRT6B	90.47
71201	FAM150A	99.76
71201	UBXN2B	67.74
71201	LRRC19	97.31
71201	OOEP	100.00
71201	FAM26F	79.02
71201	MIR922	100.00
71201	MIR920	100.00
71201	MIR924	100.00
71201	LIPE-AS1	25.30
71201	MIR935	81.18
71201	MIR934	74.19
71201	MIR938	100.00
71201	MIR936	100.00
71201	MIR941-1	0.00
71201	MIR940	100.00
71201	MIR622	0.00
71201	MIR621	100.00
71201	MIR616	100.00
71201	MIR615	85.84
71201	MIR618	100.00
71201	MIR617	100.00
71201	SH2D7	100.00
71201	OR4M2	100.00
71201	GOLGA8EP	4.27
71201	FAM209A	100.00
71201	CADM2	99.05
71201	LCLAT1	100.00
71201	ABCC11	100.00
71201	ARHGEF19	94.68
71201	CNBD2	94.82
71201	SREK1	100.00
71201	RBBP8NL	89.83
71201	ZIC4	100.00
71201	PRAM1	96.35
71201	PCBD2	78.29
71201	ALG1	99.14
71201	ZNF488	99.90
71201	IL36A	100.00
71201	IL37	99.36
71201	RNF32	95.67
71201	KIF27	100.00
71201	NOP58	90.34
71201	CHRNA9	100.00
71201	LIPT1	100.00
71201	BMP2K	94.86
71201	MED29	96.72
71201	SLC39A1	86.56
71201	TUBG2	97.13
71201	IL36B	100.00
71201	ARMC6	97.22
71201	MGAM2	90.23
71201	TMEM200C	61.30
71201	ITGB2	100.00
71201	ANKRD20A5P	1.06
71201	LIPC	100.00
71201	LIPE	89.73
71201	FADS1	90.28
71201	LLGL2	96.59
71201	FADS3	83.33
71201	LLGL1	97.33
71201	LMAN1	100.00
71201	ATP12A	98.30
71201	ATP1A3	100.00
71201	ATOX1	100.00
71201	ATOH1	96.74
71201	ATP1A2	99.21
71201	ATP1A1	100.00
71201	ATIC	100.00
71201	RERE	80.16
71201	ATM	100.00
71201	GSTT1-AS1	26.71
71201	GOLGA6L17P	0.00
71201	TTC5	99.57
71201	PPM1J	84.54
71201	SNAI3	94.49
71201	ALG10B	100.00
71201	KRTAP29-1	100.00
71201	PRORY	82.17
71201	UBE2F-SCLY	74.61
71201	KLHL29	96.79
71201	CROCCP3	3.11
71201	SNORD12C	100.00
71201	SNORD81	100.00
71201	SNORA73B	100.00
71201	GNRHR2	39.08
71201	SORCS1	98.59
71201	ANGPTL4	100.00
71201	ZNF33A	94.90
71201	ANKRD20A3	0.00
71201	RHBDF2	100.00
71201	RPAP3	99.76
71201	BEND5	96.98
71201	HECTD3	97.42
71201	DYNC2H1	99.82
71201	ARHGAP10	98.49
71201	ZNF37A	93.23
71201	ZKSCAN1	85.66
71201	RPL23AP53	0.00
71201	SBSPON	95.02
71201	MTRNR2L4	0.00
71201	LINC00623	0.00
71201	SLC35G1	92.10
71201	GBP6	98.25
71201	C12orf71	100.00
71201	ZNF81	100.00
71201	ZNF682	100.00
71201	BTG4	99.86
71201	ZRANB1	100.00
71201	TRIM44	100.00
71201	GRAMD1C	100.00
71201	ROPN1	75.03
71201	PCSK4	82.91
71201	HYDIN	79.22
71201	DIRAS2	100.00
71201	ZBED6CL	100.00
71201	UBN2	96.04
71201	IST1	93.95
71201	LINC01243	0.00
71201	LINC01215	0.00
71201	LINC01519	0.00
71201	CKAP5	99.29
71201	SCARNA13	100.00
71201	SCARNA17	96.51
71201	CD38	100.00
71201	ELOVL2	98.66
71201	PXK	98.89
71201	RNF43	99.30
71201	PQLC2	97.99
71201	CASZ1	89.87
71201	ALKBH5	99.83
71201	INO80D	99.27
71201	NCAPG2	99.34
71201	MTMR10	99.63
71201	PCYT1B	96.01
71201	CHST3	96.71
71201	PLSCR3	91.92
71201	RASAL2	99.06
71201	PLSCR2	95.80
71201	TWSG1	100.00
71201	IL27RA	96.73
71201	SH3BP5	99.17
71201	HAND2	100.00
71201	AKAP7	96.52
71201	ZMYND19	91.12
71201	FAM122A	84.90
71201	GNG7	96.47
71201	CCDC177	0.00
71201	DUS3L	91.50
71201	FTMT	92.28
71201	LRRC4B	96.80
71201	HTRA3	82.89
71201	GNB1	100.00
71201	GNB2	99.01
71201	GNAT2	100.00
71201	GNAZ	99.90
71201	GNG4	100.00
71201	COX20	74.71
71201	GNB3	100.00
71201	GNG3	100.00
71201	WDR47	99.79
71201	RALY	94.85
71201	KLRK1	100.00
71201	MMRN1	99.94
71201	NCBP2	99.44
71201	ZP1	98.87
71201	CD93	94.34
71201	MAPRE1	95.50
71201	LINC01078	0.00
71201	LINC01173	0.00
71201	FAM21A	12.10
71201	FGF6	100.00
71201	CCDC167	100.00
71201	FGF8	88.30
71201	FGF9	100.00
71201	FGF10	100.00
71201	FGF11	100.00
71201	FGF12	91.42
71201	FGF13	82.22
71201	FGF14	89.32
71201	ARF4-AS1	0.00
71201	LINC00430	0.00
71201	ANAPC16	100.00
71201	SNORD18A	100.00
71201	NMNAT3	100.00
71201	LINC00374	0.00
71201	ANKAR	96.35
71201	PRPS1L1	100.00
71201	SERINC3	100.00
71201	PDIA5	99.71
71201	PNRC1	81.37
71201	OS9	90.86
71201	CDCP1	99.04
71201	BTG3	94.79
71201	TOMM34	100.00
71201	SEC61B	79.15
71201	TMED2	100.00
71201	ARL17B	10.81
71201	BCL6B	100.00
71201	NCF1C	0.00
71201	NCF1B	0.00
71201	HIPK3	100.00
71201	LINC01300	0.00
71201	AQP1	100.00
71201	AQP2	100.00
71201	XPC	100.00
71201	APOH	100.00
71201	APP	100.00
71201	APRT	100.00
71201	KLK3	92.49
71201	FAS	100.00
71201	FASLG	92.32
71201	SHROOM2	92.52
71201	DZIP3	97.58
71201	LAGE3	38.96
71201	THRAP3	97.77
71201	C2orf73	100.00
71201	SLC10A3	95.36
71201	TPRG1L	69.39
71201	ACTG1P17	63.13
71201	CPEB1-AS1	16.52
71201	OR4N4	100.00
71201	ARMC5	98.35
71201	UGT2A3	100.00
71201	CGB1	3.81
71201	RTL1	98.72
71201	CGB2	3.63
71201	LINC01550	27.68
71201	GXYLT2	80.45
71201	PAQR7	100.00
71201	POLR2J	11.67
71201	POLR2I	96.34
71201	POLR2F	89.73
71201	POLR2E	90.61
71201	POLR2H	97.23
71201	POLR2G	92.65
71201	POLR2B	97.58
71201	POLR2A	99.46
71201	POLR2D	81.02
71201	POLR2C	94.44
71201	UQCRFS1	100.00
71201	RAP1GAP2	98.02
71201	PURG	94.95
71201	PADI1	99.81
71201	DSE	93.45
71201	PKN3	98.65
71201	SERTAD3	100.00
71201	DNMT3L	100.00
71201	PNMA3	92.20
71201	ANAPC4	94.02
71201	LINC00428	0.00
71201	OSGIN1	100.00
71201	IL19	99.29
71201	LINC00396	0.00
71201	ANKRD20A1	0.00
71201	ZMYND12	98.47
71201	TMEM117	100.00
71201	ZNF541	99.28
71201	QSOX2	99.36
71201	WDR24	97.56
71201	TBC1D3F	0.00
71201	DDIT3	100.00
71201	DDB1	97.56
71201	DDB2	100.00
71201	TUSC7	0.00
71201	DCX	95.96
71201	AKR1C2	91.71
71201	GADD45A	100.00
71201	DDC	100.00
71201	AKR1C1	88.79
71201	FAM210A	100.00
71201	SLC25A35	95.49
71201	TMEM9B-AS1	0.00
71201	RNASE12	100.00
71201	CBARP	87.72
71201	GOLGA8S	0.00
71201	XAGE1E	0.00
71201	ZNF621	96.59
71201	KIAA2012	92.47
71201	ENTPD3-AS1	14.23
71201	ZNF619	100.00
71201	ARL4A	67.21
71201	RASGRP1	99.80
71201	DNAL4	89.08
71201	ZNF263	98.15
71201	ACTR1B	97.50
71201	ACTR1A	95.97
71201	ARL4C	100.00
71201	LRPPRC	98.88
71201	FRY	100.00
71201	NOP16	100.00
71201	TMEM31	100.00
71201	CES1P2	41.32
71201	PAGE2	92.81
71201	GAB3	87.07
71201	SCD	100.00
71201	SERPINB4	97.58
71201	ATXN8OS	32.58
71201	ATXN7	95.71
71201	SERPINB3	98.23
71201	ATXN2	86.18
71201	ATXN1	100.00
71201	ATP11C	88.83
71201	LINC00632	20.46
71201	ERAP1	100.00
71201	ZNF484	100.00
71201	CLOCK	100.00
71201	TMEM174	100.00
71201	DEFB134	100.00
71201	PAAF1	96.50
71201	NUBPL	100.00
71201	TARS2	91.35
71201	RAB11FIP1	95.85
71201	ACSF2	98.90
71201	RNF165	98.30
71201	MIR4794	100.00
71201	MIR548AE2	92.20
71201	MIR4790	4.49
71201	MIR219B	60.20
71201	MIR548AB	15.95
71201	MIR4747	100.00
71201	MIR4491	100.00
71201	MIR4650-2	100.00
71201	MIR4716	90.42
71201	MIR3689C	13.41
71201	MIR6859-2	0.00
71201	MIR6770-2	55.71
71201	MIR6862-2	0.00
71201	MIR7112	0.00
71201	PRICKLE3	90.71
71201	LMO2	86.87
71201	LMO1	96.68
71201	LMNB1	98.61
71201	LMNA	93.20
71201	LMX1A	99.91
71201	LMO7	99.49
71201	CUTA	100.00
71201	GDF3	100.00
71201	HCAR2	100.00
71201	ANO9	97.20
71201	BPIFB3	99.30
71201	DEFB135	100.00
71201	TCP10L2	81.62
71201	LINC00242	28.46
71201	LINC01624	0.00
71201	DCUN1D3	100.00
71201	TTC28-AS1	9.85
71201	SEC14L4	98.96
71201	RNF224	55.80
71201	TCEANC	92.10
71201	LINGO4	100.00
71201	SRGAP2B	74.47
71201	CLEC4G	83.64
71201	MIR4251	100.00
71201	CDC37L1-AS1	0.00
71201	MIR3179-1	0.00
71201	MIR4315-2	100.00
71201	MIR4281	30.55
71201	MIR4290	100.00
71201	MIR3150A	94.44
71201	MIR4263	100.00
71201	MIR4277	100.00
71201	MIR3146	100.00
71201	HIST1H3E	100.00
71201	FZD10-AS1	0.00
71201	PCAT2	0.00
71201	HIST1H3C	100.00
71201	TGFB2-OT1	0.00
71201	EMP1	100.00
71201	EMP2	93.01
71201	EMD	100.00
71201	MARK2	97.02
71201	EMX1	75.41
71201	CTTN	99.59
71201	EMP3	100.00
71201	ADGRE1	99.39
71201	EMX2	100.00
71201	EN1	69.47
71201	NPM1	93.29
71201	NPHS1	98.08
71201	ALG13	84.31
71201	CPSF7	95.90
71201	C11orf63	100.00
71201	TREML2	96.25
71201	BORA	94.59
71201	TCTN2	100.00
71201	C9orf116	100.00
71201	TUBAL3	100.00
71201	ZNF669	92.75
71201	RBFA	99.36
71201	IDH3A	96.94
71201	IDH2	99.59
71201	IDH1	100.00
71201	IDE	98.67
71201	APOBEC3A_B	94.46
71201	PFN3	100.00
71201	LRIT1	93.61
71201	WIPI2	97.97
71201	PYGO1	100.00
71201	KIAA1328	97.48
71201	SORCS2	88.95
71201	MIB1	100.00
71201	KIAA1324	98.22
71201	NUFIP2	95.53
71201	TBC1D14	100.00
71201	CGN	94.96
71201	HACE1	100.00
71201	SNORA29	100.00
71201	SNORA30	100.00
71201	SNORA26	100.00
71201	SNORA28	100.00
71201	SNORA35	46.37
71201	SNORA36A	100.00
71201	ALPK3	94.47
71201	WDR35	100.00
71201	TEX43	100.00
71201	PCF11-AS1	0.00
71201	SLC50A1	100.00
71201	KLHL7	100.00
71201	GNG12	100.00
71201	BAIAP2L1	97.97
71201	SLC25A40	95.34
71201	BCAP29	98.40
71201	CYYR1-AS1	0.00
71201	NFIA-AS2	0.00
71201	NEURL3	72.51
71201	TEX30	100.00
71201	RPS7P5	0.00
71201	LY75-CD302	99.58
71201	LRRK1	96.06
71201	NOL9	83.31
71201	SERPINB9P1	0.00
71201	MIEN1	93.21
71201	SUCO	98.52
71201	ANAPC5	99.26
71201	SCARA3	99.32
71201	ANAPC7	98.01
71201	FAM8A1	90.55
71201	MAGEC2	100.00
71201	PTCHD3	100.00
71201	ZSCAN9	100.00
71201	CYP2A7	96.46
71201	HPYR1	0.00
71201	CADPS2	96.96
71201	ARHGAP18	98.69
71201	SNORD114-30	100.00
71201	CAPZA3	100.00
71201	ALS2CR12	100.00
71201	SIGLEC11	70.32
71201	UCN3	94.55
71201	SLC2A13	95.99
71201	MUL1	99.90
71201	SAP130	100.00
71201	RNF219	100.00
71201	MRPL24	100.00
71201	C10orf76	100.00
71201	CAPNS2	94.31
71201	CEP97	100.00
71201	PHF6	100.00
71201	BTG1	100.00
71201	BTN1A1	100.00
71201	RNU4ATAC	0.00
71201	RNU6ATAC	0.00
71201	BTF3P11	0.00
71201	MTRNR2L10	91.76
71201	MTRNR2L8	0.00
71201	MTRNR2L9	0.00
71201	MTRNR2L6	0.00
71201	HAPLN1	100.00
71201	CRX	100.00
71201	CRY1	91.06
71201	C9orf66	93.31
71201	CRP	100.00
71201	SECISBP2	100.00
71201	CRY2	99.49
71201	CRYAA	100.00
71201	DDX27	98.69
71201	GPM6A	84.40
71201	GPLD1	99.60
71201	OR4E2	100.00
71201	GPD2	96.24
71201	GPR3	100.00
71201	CCR10	91.25
71201	OR4F4	0.00
71201	GPM6B	92.74
71201	XCR1	100.00
71201	GPR4	97.99
71201	OR4D1	100.00
71201	C8orf49	31.19
71201	UBE2MP1	8.13
71201	NBR1	98.49
71201	C1orf64	100.00
71201	FAM84B	100.00
71201	SNHG25	38.16
71201	XXYLT1	92.52
71201	GLIPR2	82.45
71201	RNF38	97.84
71201	SEMA4C	100.00
71201	RPP25	99.50
71201	YTHDF1	97.86
71201	FOCAD	99.96
71201	CPNE1	100.00
71201	TMEM260	92.46
71201	DNAAF5	82.28
71201	CMTM6	100.00
71201	MRAP2	90.00
71201	ENDOU	96.39
71201	ZNF705D	0.00
71201	DENND2C	100.00
71201	ZNF540	96.09
71201	BAIAP2	94.45
71201	MAD2L2	95.39
71201	TAB1	99.88
71201	ECI2	99.22
71201	HAX1	100.00
71201	GPNMB	100.00
71201	PPIE	97.47
71201	VAV3	100.00
71201	TOMM40	31.37
71201	CALR3	100.00
71201	PRAMENP	0.00
71201	CMIP	96.60
71201	OR2T10	100.00
71201	ENTPD3	100.00
71201	ENTPD5	99.32
71201	ENTPD2	91.95
71201	ENTPD6	94.60
71201	C1orf127	93.44
71201	ENTPD1	94.72
71201	SCARB2	100.00
71201	CD37	100.00
71201	CD40LG	100.00
71201	CASC17	0.00
71201	TP53INP1	100.00
71201	EPSTI1	100.00
71201	IDNK	100.00
71201	DEFB103A	0.00
71201	PTPRD	98.93
71201	PTPRC	100.00
71201	PTPN13	99.68
71201	PTPN12	100.00
71201	PTPN11	98.76
71201	PTPN9	93.04
71201	PTPRB	99.00
71201	PTPRA	98.85
71201	PTPN14	100.00
71201	ERVV-2	74.28
71201	OR6K2	97.86
71201	MEF2B	74.65
71201	PEG3-AS1	13.82
71201	MIR6786	100.00
71201	MIR6784	49.35
71201	MIR6790	100.00
71201	MIR6787	63.38
71201	MIR6792	100.00
71201	MIR6791	100.00
71201	MIR6796	0.00
71201	MIR6795	100.00
71201	MIR6799	92.40
71201	MIR6797	100.00
71201	ASAP1	95.49
71201	IRX4	96.76
71201	MYEF2	93.81
71201	ZNF177	100.00
71201	KCNK4	97.30
71201	ZNF180	100.00
71201	PRR25	78.28
71201	ZNF184	100.00
71201	ZNF185	83.52
71201	HP1BP3	97.86
71201	AK3	57.49
71201	TBP	100.00
71201	TBX2	92.48
71201	NPRL3	97.28
71201	CNTN2	97.96
71201	HMSD	91.99
71201	TBCA	54.20
71201	TBCC	100.00
71201	TBCD	93.95
71201	SSC5D	86.20
71201	TBL1X	85.66
71201	PGBD3	100.00
71201	PGBD2	100.00
71201	NKX1-2	81.84
71201	MBOAT2	94.97
71201	OR10H4	100.00
71201	OR1L4	92.81
71201	ANKLE1	88.06
71201	CARMIL2	92.44
71201	SUPT16H	94.21
71201	ANXA10	98.35
71201	SEC23IP	100.00
71201	WIF1	97.17
71201	ABCB8	99.75
71201	WBP4	98.86
71201	CEP250	96.44
71201	PTENP1	36.69
71201	LINC00683	0.00
71201	PRSS57	86.80
71201	PFKFB2	96.19
71201	PFKFB3	98.42
71201	RILPL1	96.42
71201	PFKFB1	84.12
71201	PFDN5	90.09
71201	ATP8B1	97.76
71201	PFDN2	100.00
71201	PFDN4	69.66
71201	SULT6B1	87.32
71201	PFDN1	100.00
71201	ILKAP	94.99
71201	NUP107	98.83
71201	NPL	100.00
71201	MX1	99.67
71201	MVK	100.00
71201	MUTYH	100.00
71201	MUT	100.00
71201	MVD	95.77
71201	TRIM37	100.00
71201	MUSK	100.00
71201	MIR203A	100.00
71201	MIR204	100.00
71201	MIR200B	100.00
71201	MIR200C	37.17
71201	MIR20A	100.00
71201	MIR200A	100.00
71201	MIR19B1	100.00
71201	MIR19B2	100.00
71201	MIR205	100.00
71201	MIR206	100.00
71201	WDR64	100.00
71201	SHARPIN	82.87
71201	TCAF2P1	0.00
71201	ZNF611	100.00
71201	MED25	98.14
71201	ZNF205-AS1	26.26
71201	SFXN3	91.72
71201	TMEM14B	71.73
71201	KRTAP1-3	100.00
71201	KRTAP1-1	100.00
71201	SAA3P	62.64
71201	SAA4	100.00
71201	VPS52	97.09
71201	SAFB	80.76
71201	SAG	100.00
71201	ACSM3	100.00
71201	SALL2	99.70
71201	SALL1	100.00
71201	FRS2	100.00
71201	MIR3938	100.00
71201	MIR3923	78.49
71201	MIR3675	66.53
71201	MIR3622B	94.28
71201	MIR3926-1	4.81
71201	MIR3934	100.00
71201	MIR3911	100.00
71201	MIR4535	100.00
71201	MIR4761	100.00
71201	RBMY1B	1.75
71201	RBMY1D	1.75
71201	MIR3668	74.11
71201	MIR3679	100.00
71201	MEPCE	94.17
71201	RHEBL1	100.00
71201	B3GALT5	97.72
71201	NMUR1	92.98
71201	LANCL1	100.00
71201	RTN3	97.30
71201	TCIRG1	93.14
71201	DSCR3	93.12
71201	TYMS	96.04
71201	TYK2	100.00
71201	TXNRD1	100.00
71201	CTNNBL1	98.54
71201	TXK	99.65
71201	TNFRSF4	88.38
71201	TNFSF4	100.00
71201	LAMC3	97.64
71201	TNIP1	99.72
71201	UTP14A	93.43
71201	GUSBP5	19.80
71201	MIR6511A1	0.00
71201	ARL13A	99.88
71201	LINC01146	0.00
71201	CRB1	100.00
71201	MIR553	100.00
71201	COMMD3	100.00
71201	NCS1	100.00
71201	SIRT3	100.00
71201	SIRT1	90.82
71201	KCNH3	100.00
71201	MLYCD	91.44
71201	ZFPM2	100.00
71201	KCNH4	89.85
71201	NOXO1	59.70
71201	FGF14-AS1	0.00
71201	KCNAB1-AS2	0.00
71201	HERC2P2	9.99
71201	LRP5L	100.00
71201	DDX60L	97.24
71201	IGLL3P	74.18
71201	MEST	98.93
71201	MET	100.00
71201	METTL1	84.96
71201	MFAP1	99.71
71201	MFAP2	94.62
71201	MFAP3	100.00
71201	MFAP4	100.00
71201	COX14	100.00
71201	ARHGAP19	100.00
71201	FAM83A	90.16
71201	CEP19	100.00
71201	FAM222A-AS1	0.00
71201	MIR22HG	22.87
71201	JMJD1C-AS1	57.73
71201	PPP1R16A	90.33
71201	LLPH-AS1	0.00
71201	LINC00456	0.00
71201	RNU6-2	0.00
71201	FAM46B	90.60
71201	METTL6	90.52
71201	PAUPAR	0.00
71201	ATP6V1B1-AS1	30.08
71201	MANEA-AS1	0.00
71201	LINC01237	0.00
71201	SNORD115-36	100.00
71201	C11orf96	93.66
71201	MORF4L2-AS1	0.00
71201	VSIG1	100.00
71201	TCEAL5	100.00
71201	BEX5	97.68
71201	KLRC4-KLRK1	100.00
71201	FKBP1A-SDCBP2	69.27
71201	POC1B-GALNT4	97.49
71201	SLC38A8	79.47
71201	KRTAP20-3	100.00
71201	SNORD73A	100.00
71201	BTRC	97.03
71201	PELO	100.00
71201	SLCO1C1	100.00
71201	KYNU	100.00
71201	RAB4B	90.61
71201	RAB24	100.00
71201	IL13RA2	92.70
71201	IL12RB1	98.93
71201	IL12RB2	100.00
71201	IL13	100.00
71201	IL13RA1	77.54
71201	IL11RA	100.00
71201	IL12A	96.51
71201	IL12B	100.00
71201	MRPL34	100.00
71201	MRPL32	94.47
71201	MIR155HG	25.46
71201	PRAMEF33P	0.00
71201	ISG20	85.60
71201	IRF4	100.00
71201	IRF5	100.00
71201	IRF2	96.37
71201	IRF3	97.53
71201	C20orf166-AS1	24.65
71201	IRF6	100.00
71201	IRF7	96.28
71201	SHC2	70.67
71201	KIAA1549L	97.87
71201	ZNF32-AS2	29.94
71201	ZNF32-AS3	0.00
71201	ANXA2R	100.00
71201	MIPOL1	99.58
71201	TMEM212	100.00
71201	G3BP2	100.00
71201	LEKR1	93.84
71201	SRGAP3	100.00
71201	SV2A	98.65
71201	KLHL21	91.71
71201	MRC2	96.51
71201	SGSM2	94.35
71201	RBM19	96.89
71201	AP5Z1	99.03
71201	SLC35E2	61.83
71201	HIST1H2BG	100.00
71201	HIST2H2AC	100.00
71201	HIST1H2AB	100.00
71201	HIST1H2AC	100.00
